stars,date,country,verified,corpus,rating_category,year
8,2024-01-28,Ukraine,True,come boarding cabin luggage taken plane full asked take cabin large notebook electronics nothing change sitting plane holding notebook several pack luggage think stand stuff hand passport control line warsaw people around come plane cabin luggage,good,2024
3,2024-01-26,United Kingdom,True,stinking nappy changed business cabin throughout flight miami four u one family travelling british airway business british airway gold card member member british airway executive club since ever fly british airway first class business class become habit fly ba trust safety regular long haul flight booked british airway first business next year often fly usa wife used virgin atlantic gold card however sadly returned ba virgin first class seat product even service virgin gold card department scale absolutely brilliant loved virgin lounge heathrow flight miami british airway one double decker aircraft big believe contributed appalling service perhaps familiarity breed contempt however whether business first view ba aircraft dirty bus sky food much better however flight distinguished smell poo throughout journey caused mother baby changing nappy within business class cabin instead wc try enjoying lunch glass wine air around permeated smell poo must three four baby nappy changed regularly cabin put screaming helped poo cabin crew nothing despite asked telephoned ba customer service ended speaking lady manchester ba office told ba cabin crew many year told changing nappy cabin allowed completely unacceptable particularly awful passenger trying enjoy meal wife flying first class british airway usa april also first class ticket usa booked december sent complaint ba customer relation behalf four member family travelled british airway december miami lhr put disgusting smell time quite dreadful received response offering voucher avios given cost four business class flight miami london british airway value loss enjoyment travelling stinking cabin per passenger given gold card holder extremely good customer clearly top one percent ba customer gold cardholder behave god know behave everybody else tell flying virgin atlantic gold member highly positive child young used fly ba first class time would dream changing nappy cabin cabin complained british airway asked changing nappy first class would allowed dinner service ignored question numerous business class flight booked ba course next month well first class flight booked,bad,2024
2,2024-01-23,Germany,True,worst service ever lost baggage delayed flight missed connection one helping get back british airway website broken let fill missing report give missing file report number way contact british airway dumbest ever ai chatbot,bad,2024
1,2024-01-21,United Kingdom,True,ba jan appreciate unprofessional attitude pilot flight scheduled departure advised boarding time whole flight full passenger waiting gate board cabin crew board pilot board sao paulo airport duty free branded shopping bag flight still boarding finally push back minute late captain came intercom announce delay due traffic crew hotel airport sorry captain whole plane saw pilot colleague board fifteen minute cabin crew clutching duty free pilot colleague still made time stop,bad,2024
6,2024-01-18,United Kingdom,True,great experience could check online two separate part ba computer system talk lhr delightful check clerk sorted quickly manually boarded time luggage loading halted captain spotted technical issue engineer called time sorted missed slot took hour behind schedule flight uneventful plane clearly seen better day legroom appalling handout small bottle water soggy cookie made one wish day flying ba meant something special next time jet,okay,2024
3,2024-01-18,United Kingdom,False,verified excited fly ba travelled long haul yr travelled australia many occasion pretty much travelled terrible experience ba become ryanair long haul travel riding previous good name reputation delayed hr terminal offered one glass water last minute meal additional drink offered charging point outdated work family five travelling flight entertainment also outdated movie available poor compared airline food atrocious flew ba lhr hongkong return cathay hk australia return comparison vast offered pre meal drink snack drink meal menu flight knew choice quality food vastly better cathay luggage lost nearly two hour hong kong arrived london one bag badly damaged unusable redeeming part crew return flight amazing severine angel helped make journey pleasant kid,bad,2024
2,2024-01-17,Germany,False,verified want warn everyone worst customer service experience ever really look like british airway customer service phone trained help anyway create problem rather solving last week called british airway make reservation family time explained customer service representative wanted make booking pay transfer mile american express representative told u could make reservation mile account asked u contact american express make transfer booking could made conversation recorded british airway could checked immediately called amex within minute solicited transfer k mile amex clearly stated u whether sure transfer reversible said fine since checked previously british airway called british airway immediately make reservation miami confirmed mile arrived account surprise told u space even one seat miami could use mile explained situation led believe could flight mile transferred mile went deaf ear called german office absolutely unhelpful also called uk customer service unhelpful manager able open flight u mile kept repeating possible even though paid flight got seat also seat available would gold status end british airway took absolutely responsibility causing problem give u solution kept mile pay trip miami service customer company business every time call made u wait minute answer put u hold day waiting talking british airway hour day line minute time told lady agent hang phone long phone customer customer never help u,bad,2024
1,2024-01-16,United Kingdom,False,verified paid business class travelling cairo london heathrow got economy seat difference economy middle seat vacant recline entertainment hr flight uncomfortable seat disgusting food put formal complaint day ago reply ba account x hacked got approached scammer posting even flagging ba nothing done disgusting avoid,bad,2024
1,2024-01-15,Ireland,True,plane extremely dirty chocolate smudged mine child seat wipe seat landed immediately realized left camera bag airplane overhead cabin would let back plane security reason went british airway team ground refused contact cabin crew threw massive fuss manager reluctantly agreed point cabin crew disembarked week sign camera assumed stolen complained british airway get automated generic response keep checking lost property zero customer service regular customer could mitigated willing help beginning disappointed,bad,2024
1,2024-01-12,United Kingdom,False,verified overall journey bad however end baggage arrival nearly took hour actual flight time baggage flight arriving delivered whereas baggage staff airport clue information baggage flight arrived raised hand saying anything poor communication customer facing skill,bad,2024
4,2024-01-12,United Kingdom,True,overall satisfied ground staff member yvr extremely helpful courteous month old seat good order comfortable standard modern day class seat although small washroom already starting look bit shabby cabin crew friendly professional meal service carried reasonable time flight choice option main meal leg journey month apart flight departed time unfortunately upon landing lhr unable deplane quite time due staffing issue lhr fault airline given frequent update situation flight manager flight deck,okay,2024
9,2024-01-09,Spain,True,always fly ba total shamble booked manchester london madrid ba first leg iberia nd try wherever possible avoid ba however manchester london late however ran ib flight got b gate boarding started group went board gate sounded alarm ba removed ib flight ba flight hour later ba reissued ticket ib could put back flight hour wasted ba total incompetence airline total disgrace crew nice typical ba crew oh im fabulous need nice paying passenger club europe cramped terrible food,good,2024
1,2024-01-07,United Kingdom,True,first time using ba business class pleased service received one waiting check bag drop security minute used lounge b gate area found quiet plenty food drink offer boarding quick cabin x x layout seat although larger b c cabin behind seat food drink plenty full good quality service cabin crew excellent cabin manager lauren even made birthday card found wife special birthday departed early arrived jfk early well thing disliked paying select seat free wi fi,bad,2024
9,2024-01-03,United States,False,verified extremely rude ground service non rev flying london connection layover gate agent extremely rude forced check carry suitcase explanation oversized however put sizer fit perfectly without force plane fully booked lot room overhead gate agent insistent rushed u regard fact would redo security order get bag switching airline needed carry due non rev status flight good attendant polite helpful complains extremely unhappy gate agent service understand pleasant job frankly would overjoyed work either explain inconvenienced fair explanation attention,good,2024
6,2024-01-02,China,True,son flew geneva last sunday skiing holiday le arc flight cancelled moment prior boarding transferred flight departing three half hour later got delayed three hour load food plane forgot load baggage business class passenger earlier flight problem happen complex operation totally unacceptable service one receives problem offshore call centre unhelpful obstructive wanting fob issue getting customer call special help line merely refer one webpage cut web page often unable give information updated often refuse update input time please try later access people willing help empowered help actually move situation forward way sitting hotel waiting bag arrive two half day unable ski due entire wardrobe case outdated luggage tracking system suitacase geneva day ago sat one willing step get delivered incredibly heartless incompetent company,okay,2024
1,2023-12-29,United Kingdom,True,price paid bought sale decent experience although club class business class seat offer legroom economy class using short haul fleet hour flight fast track security honoured lounge istanbul airport crowded also open public pay usage causing long queue entry badly organised boarding smooth cabin crew friendly service hit miss eg people got welcome half cabin automatically offered coffee dinner half however drink replenished generously regularly meal good choice three main menu,bad,2023
8,2023-12-29,United Kingdom,True,flight left time arrived half hour earlier scheduled thanks strong tail wind flight full catering loaded economy passenger heathrow half hour small bottle water small packet corn snack nothing available even buy eat worse low cost carrier experience sense one light panel overhead seat towards back plan broken loose hanging unfortunate passenger head whole flight poor maintenance cabin would choose another airline route future one competitor offer full meal service route even economy cabin,good,2023
6,2023-12-27,United Kingdom,True,poor business class product ba even close airline leader ever way sell seat layout cabin feel cramped food business class economy quality served china dish however price course premier level positive whole fight return cabin crew fantastic felt genuinely sorry try flog poor product would fly ba business option choice,okay,2023
2,2023-12-27,United Kingdom,False,verified review lhr syd lhr ba ba business class configuration giving space privacy easy aisle access seat reclines comfortable flat bed good quality pillow duvet privacy sliding door good storage space around seat charging point flight time delay gluten free meal poor quality presentation warm processed meat two bland slice gf bread apparently business class breakfast two sector main course choice offered bland fish served single small tray covered foil business class condensation formed dish reheated probably chilled offering sitting weak watery liquid one crew member appeared genuinely apologetic meekly served one meal ba also serve gf offering economy economy plus first long haul flight advice gf take food dine lounge care ba hour travelling companion good regular meal told choice main course flight crew gave impression job covering basic rather welcoming engaging usual hospitality industry waffle service little substance delivered,bad,2023
5,2023-12-23,United States,True,absolutely pathetic business class product ba even remotely competitive international airline business class market old outdated across seating make typing mistake either climb across someone someone climb across gain aisle access crew must also hate layout since reach little window opening provide service passenger center seat ba like european based airline factual intra european business class product even though promote sell business class intra europe flight feature seating throughout aircraft difference middle seat left empty business class passenger get meal drink justify higher cost ba trans atlantic business class product slightly better narrow across seating biggest surprise li lhr lhr iah flight ba fact substantially improved food quality shocking unfortunately served worst business class configuration international airline flown entertainment system small screen laptop screen twice size like airline offering decade ago flight crew pleasant perfunctory best one expect ba crew ba simply never match quality carrier like singapore emirate qatar etihad eva ana japan air new zealand qantas many others ba compete u based airline like delta american united also even universe term high quality business class product one biggest slap face ba expects business class passenger pay select seat even though paid thousand dollar fly business class several hundred u dollar trans atlantic flight wait hour flight time allowed select seat cost certainly another ba management decision made without functioning brain,okay,2023
3,2023-12-21,Canada,False,verified overall bad staff look tired overworked trying best weird seat g going going home button press seat recline stiff get help flight get work another button also stiff bring leg rest awkward thing come far enough use leg obstructs foot really get help activate stiff button one point lady next pressing button tried recline sit put leg rest back gave called flight attendant also trouble ba please give maintenance food one three menu choice available time got premium ec pasta bad christmas turkey dinner offered load popular available minute meal service breakfast unidentified soggy pastry thing cardboard tube disgusting offered return journey cold pastry fruit would much nicer tea coffee hot least overall would say air canada provides much superior premium ec service ba choose ba,bad,2023
6,2023-12-21,Australia,True,first flight british airway year usual fault connecting little interaction ground staff staff lounge friendly helpful cabin crew flight great welcoming friendly meal delicious shortage drink offered seat economy seat middle row blocked recline arrived stockholm little early snow shower nice welcome back stockholm bag checked jfk delivered safely within min arriving,okay,2023
10,2023-12-21,United States,True,recently encountered highly disappointing experience british airway specifically regarding customer service initial flight leg canceled rebooked connection london heathrow reduced mere hour minute realizing impracticality promptly contacted british airway within minute request reasonable layover hour shockingly customer support representative flatly refused citing inability change flight despite explaining logistical challenge short layover terminal change requiring additional security procedure received assistance add frustration representative inaccurately noted account presented multiple option conversation moreover use military time format lack initial option provided exacerbated communication issue phone email support proved equally incompetent informed customer service outsourced india allegedly contributing subpar service experience left struggling rebook flight also strong resolve avoid british airway future lack assistance blame shifting overall incompetence customer service make worst experience yet strongly advise others steer clear british airway appalling customer service,good,2023
1,2023-12-20,United States,False,verified beware ba provide refund due serious medical reason father diagnosed severe heart defect couple week flight date ba refused give refund good enough reason sent medical note doctor saying unfit travel due potential heart failure need heart surgery soon possible operator totally dismissed said thing change travel date within year heart surgery recovery take month highly unlikely able travel within year meaning would lose ticket money said anything help even change name ticket someone else use ticket ridiculous thing heard,bad,2023
1,2023-12-20,United Kingdom,True,check chaotic badly organised even though two desk one premium one economy ended one queue front premium check even though passenger economy meant travelling club higher status separate queue join whilst waiting line another passenger went query ended forming new line front economy check desk premium passenger unnecessarily badly organised staff charge retrained security airport quick lounge generic airport lounge airline actually quite good overall nice layout seating option reasonable food drink option outdoor terrace really nice boarding well organised although quite slow get everyone board flight probably half full still departed early think felt rush actually made boarding experience nicer relaxed board club europe seat fine european business standard although previously commented really good overall meal service disappointing normal ba stock enough proper meal option option limited varied quality ba really stock enough everyone good meal sadly run time got option vegetarian sausage salad wanted hot meal went sausage honestly say one disgusting onboard meal ever cabin class rolling mush similar consistency mashed potato sausage shape make sausage ba need improve meal option make vegetarian meal something specifically request advance offer passenger choice two decent meal people left substandard alternative first choice run whilst planned using board wifi functioning available use overall though flight fairly comfortable cabin crew friendly efficient used avios pay flight obviously good value money,bad,2023
6,2023-12-18,United Kingdom,False,verified flight fine term comfort punctuality service feel safe ba main reason booking even though could travel airline directly return flight atl lhr skipped evening meal preferring sleep looking forward hearty breakfast prior arrival lhr sadly seriously disappointed serve chicken sausage wrap business class breakfast unacceptable ba actually pay expert design breakfast low point otherwise good trip,okay,2023
6,2023-12-17,United States,False,cnot verified hoped would good review unfortunately flew business class lhr pdx ba nonstop series aircraft flight attendant specifically mentioned eight year old recalled flying brand new business class seat abysmal seat window facing backwards divider position boarding taxi takeoff landing literally foot away person aisle seat facing forward help stare one another avoided horrible service good either flight attendant pre dinner drink came back ask choice dinner said none selection left little upset nothing else appealed came back later said part aircraft meal selection wanted sure coordinate begin offered wine drink dinner meal put front flight attendant never came back clear tray overall flight good flew american back ba paid round trip fly american preferred carrier united lufthansa never fly ba,okay,2023
4,2023-12-15,United Kingdom,True,going fly frankfurt glasgow london flight london frankfurt cancelled meant stay overnight london accommodation etc rebooked flight london city airport h train get uber take hotel total london price reassured phone would get money back flight london city airport cancelled rebooked london heathrow two day later cancelled flight rebooked new one lufthansa urgently get work needed money never received money back hotel compensation cancelled flight compensation cancelled flight extra food pay uber actual cost flight first transferred british airway stopped replying told issue weather condition although non ba flight going lost total never got compensated loss work day either really feel like care people worst service airline ever,okay,2023
1,2023-12-14,United Kingdom,True,much better experience time around flew cpt lhr new checkin efficient used bidvest lounge cpt better ba lounge boarding speedy new business class club suite good slightly irritating directed wrong seat instead k meant settling passenger showed arranged seat switch second time row happened ba staff memorise side plane get right captain announcement short point welcome drink served correct temperature e cold first time ever previously ba always served welcome champagne warm ife system good everything worked felt slightly cheap business class passenger pay wifi bother cocktail good nut came cheap plastic tray naff airline bring something classier female flight attendant came take order asked rooibas panacotta chicken breast repeated back want p c bizarre thing say misheard thought said want beef sea confusion reigned explained checklist passenger order abbreviate first letter saying p panacotta c chicken bizarre repeat back order passenger code say confirm panacotta start chicken main dish like every restaurant airline world internal coding food ordering exactly internal even looked irritated understand jargon first time food came excellent much much better recent flight read somewhere ba changed caterer show panacotta superb chicken good restaurant quality wine ok good definitely good excellent feel food got better ba business class wine got worse certainly compared air france also flown recently wine brought time afer finished eating lass time flew ba business cheese also good teeth crackingly cold last time good night sleep plenty snack wanted run breakfast excellent coffee hot previously lukewarm vastly improved service offering staff seemed rushed foot would hurt extra flight attendant look many business class seat overall summary vastly improved passenger proposition would deduct point showing wrong seat another point bizarre interaction female flight attendant repeated food order back using internal jargon code,bad,2023
8,2023-12-12,United Kingdom,True,terrible business class experience ba flight delayed hour plane old problem least seat business class cleaned properly prior departure food terrible always ba one choice available advertised menu result delay missed connecting flight heathrow instead putting u next connection chose second last flight day also delayed hour meaning additional hour delay whilst heathrow point advised compensation right despite asking check connection provided voucher delay flown etihad qatar virgin business class equivalent last year clear see big gulf ba rival,good,2023
3,2023-12-12,United Kingdom,True,ba showing age hopefully update interior soon let especially flight last hour cabin crew good helpful dinner ok breakfast grim board entertainment latest seat back usb point work upside ba airline fly route directly pricing reflects prepared lay better airline,bad,2023
4,2023-12-10,United Kingdom,True,credit ba flew singapore recently also back doha london experience great service fantastic quality food entertainment left feeling ba got together previous average experience definitely notice difference staff ba far approachable outgoing compared cold corporate middle eastern airline crew nice one ba great flight,okay,2023
9,2023-12-10,United Kingdom,True,check area premium class gatwick nice queue arrived able drop bag quickly premium security gatwick fine flight delayed due nats issue member staff arriving lounge let know lounge nicevand comfortable excellent range food drink drink would expect food wise sandwich soup pasta salad fruit spanish stew well turkey ham pie mashed potato roasted parsnip carrot gravy really good particularly nice see many option boarding pretty slow although gate crew good job keep well organised allow priority passenger board first well documented onboard experience term seat ba europe business pretty poor line european carrier sadly said seat well padded comfortable adjustable headrest quite good board catering excellent quality lucky get preferred option roast turkey several people sat near lucky understand meal option may run meal option roast turkey trimming vegetarian cottage pie chicken salad really stocking enough every passenger get proper meal failing allow order advance service stock meal people want eat whilst fully support desire minimise waste food cost people really really able get ideal meal option unfortunately one people affected reacted badly took cabin crew unacceptable also lost bit perspective serious situation actually cabin crew nice friendly professional little slow point detracting positive experience ground service gran canaria pretty poor priority bag clearly meant nothing bag coming priority mine came halfway bag delivery demonstrates poor delivery service fulfilling service promise customer overall though nice flight paid using avios cannot complain,good,2023
9,2023-12-09,United Kingdom,True,flight took little late due heathrow congestion still landed schedule boarding smooth onboard service efficient small snack served free bottle water additional item available purchase cabin toilet clean overall unremarkable flight good way,good,2023
10,2023-12-06,Ecuador,True,ba great air sell connection thru london heathrow terminal private ba terminal practically able make minute stopover time european flight inbound transatlantic flight outbound arrive terminal gate time book security endless line slow process boarding start nowhere near x ray train ride withing terminal different distant building almost impossible make lot stress,good,2023
1,2023-12-05,United States,True,broken leg day return flight lisbon london called get assistance british airway hoping wheelchair assistance easier seat get possibly upgrade could stretch broken leg cast airline failed front quoted u price traveling husband could almost let plane trying interpret medical report attempt change seat near back single concession made allow board st offer wheelchair swing aisle seat using arm rest row seat aisle wide enough crutch might add nearly exit way wheelchair waiting heathrow hop onto bus crutch change terminal nearly took tumble took long get wheelchair hold connecting flight another airline last board flight allowed u upgrade business class reasonable price took great care,bad,2023
1,2023-12-04,United Kingdom,True,check mia straightforward ba use american flagship lounge near gate excellent flight delayed hour boarding chaotic board staff fine seat fine product ageing post take service prompt slept hour noticed club world ba ditched rose champagne shame pre arrival breakfast ok slow deplane luggage ok,bad,2023
7,2023-12-03,United Kingdom,True,never saw terrible customer experience plane landed already minute late despite operational delay boarding took hour crew know place luggage long hour boarding process captain apologise extremely frustrating occurs night flight forcing passenger lose train connection home,okay,2023
1,2023-11-30,United Kingdom,True,flown ba year read review preparation needle say boarded flight low expectation pleasantly surprised flight ok left lhr minute early arrived jnb ahead schedule cabin crew although good carrier attentive professional onboard catering disappointment unlucky miss chicken given sloppy pasta board entertainment never ba strong point sadly changed unfortunately ba prestigious carrier bad experience review suggest,bad,2023
5,2023-11-26,Switzerland,True,dear community feel compelled share utter frustration disappointment defined recent travel experience british airway buckle folk one rollercoaster july displeasure flying british airway ba ba let tell nightmare initial flight zurich zrh london lhr ba faced seemingly unavoidable one hour delay upon arrival lhr course resulted missing connection tokyo triggering automatic rescheduling flight tokyo hnd via beijing air china oh fun stop flight ca also delayed turning hour delay grand total hour finally arriving tokyo instead promised cherry top four checked suitcase decided take detour join tokyo forcing waste additional two hour filling form baggage center finally got lost luggage back july make easy right wait return flight tokyo zurich ba august also danced delay tune making question punctuality myth british airway cumulative impact delay torpedoed vacation plan stealing whole day scheduled activity including guided tokyo tour enough dig deeper pocket unforeseen expense extra airport transfer tour operator assistance fee emergency purchase airport meal international call rearrangement lack assistance lhr airport icing bitter cake installing ba app get basic information alternative connection flight hassle fact ba clerk could provide info person downright infuriating british airway left sour taste mouth dent wallet hoping take feedback seriously step game right good look frustrated fed bert,okay,2023
1,2023-11-23,United Kingdom,True,quick bag drop first wing many passenger use fast track security main terminal direct entry concorde room outside security south ate excellent breakfast served promptly concorde room nice place wait flight interesting memorabilia excellent bar boarding c gate disorganised slow board cabin crew excellent good choice beverage high quality food good seat comfortable first bedding provided time arrival miami baggage took hour arriv,bad,2023
9,2023-11-19,Germany,True,hour takeoff received mail stating cryptic message disruption expected limit many plane leave time capacity heathrow airport really hit british airway surprise h departure anyhow took one hour delay forced check hand luggage travel hand luggage avoid waiting ultra slow processing checked luggage overall h later home planed really reason due incompetent people service level far worse ryanair triple price really never thanks nothing,good,2023
1,2023-11-19,United States,True,recently delay british airway bru lhr due staff shortage announced hour holding delay would board u immediately hope clearing gate leaving early wait full hour inside airplane plane old dirty power seat staff provided small bag pretzel ml water passenger hour delay hour flight option purchase food drink entertainment option available oneworld emerald elite member upgrade member based status first class lounge heathrow overcrowded understaffed poorly equipped help desk completely unhelpful error arises delay cancellation even top status avios point system devalued near worthlessness requires fee book reward nearly equal price revenue ticket british lost way recent year moved world class airline budget airline much worse service timeliness ryanair easyjet,bad,2023
3,2023-11-16,Ireland,False,verified boarded time took age get runway due congestion flight smooth quick snack drink good short flight landed ten minute late one bag three left london form quickly filled bag delivered next morning,bad,2023
8,2023-11-16,Australia,True,day flight advised ba cancelled asked u rebook flight hour hour original flight made u take one hour earlier original ticket return flight week later included checked bag arrive heathrow check told ticket included bag pay pound take explained original ticket bag checked system confirmed one would make effort sort told u pay would remove u flight choice pay thinking pretty easy get refund month email later still seen penny every time ask refund state long waiting get inane email saying department take longer others respond absolutely hopeless airline stuff booking first place even worse customer service even attempt solve problem check even could see mistake made system compounded unable investigate simple claim refund pound month,good,2023
1,2023-11-14,United States,False,verified traveled lisbon dream vacation cruise portugal spain friend ever get luggage two week cruise two week without change clothes cpap machine contacting customer service nightmare never talked real person little effort put getting bag one port ship bag airport airline deliver bag tell friend needed go get airline bothered take bag airport ship ba say policy get bag within hour joke two week still back home u last heard bag lisbon choice fly british airway customer service non existent,bad,2023
1,2023-11-12,Romania,True,booked flight bucharest manchester h layover heathrow flight delayed bucharest atc strike arrived heathrow minute later scheduled still enough time catch connecting flight unfortunately stranded plane waited long time disembark plane due lack staff slot shortage common problem ba heathrow missed connecting flight delay told wait night freezing airport first flight next day shameful food voucher joke considering ridiculous price lhr accommodation offered sleep cold airport asked compensation sent long text lame excuse sorry compensate anything imagine worst airline ba regarding customer care money rather way treat customer last time lifetime flying joke airline,bad,2023
1,2023-11-08,United Kingdom,True,booked online month ago hitch replacement aircraft meaning chosen seat different informed prior departure could amend bag drop man smooth suspect man fault shuttle boarding slow delayed meaning rush lhr flight cpt full left le time cabin clean pe expected sufficient leg arm room plus little perk drink complaint seat actually recline far staff good first hour service especially george food quite tasty one option loaded breakfast also quite tasty landed time fly ointment case arrived late carousel later notice broken likely cpt pleasant surprise,bad,2023
8,2023-11-07,United Kingdom,True,flight time crew polite story outward flight find ba europe generally pretty good though regret substituted prosecco champagne list drink buy economy many complaint ba airline revolve around lost luggage never check bag even long trip,good,2023
7,2023-11-05,Italy,False,verified angry disappointed unsatisfied route london atlanta suitcase boarded therefore landed comfort safety reason bag always fly passenger happen claim phone call made desk assistant answered question unprofessionally miserably certainly left nothing backpack contained snack neither clothes anything else ever provided apology meanwhile also told bag would delivered next hour also happen british airway great airline fly organization come customer service poor uncertain still waiting bag,okay,2023
2,2023-11-05,United Kingdom,True,infrequent flyer british airway always first choice reassurance comfort service quality luggage allowance etc fact never flown budget airline recent flight changed view cause reflect actually getting money ba flight around hour delayed way cabin ground staff service ok facility lack disappointed flight approx half hour thing offered half cup water poured bite sized banana slice cake fact return journey even offered water top ba longer medium screen select something pas time away even obligatory flight journey wifi poor even access shop however fee much available explains ba record profit bn question paying sure opt budget airline transparent offer pay decide choose ba stand basic airway go elsewhere get basic cheaper,bad,2023
3,2023-11-04,Ireland,False,verified totally unremarkable flight time comfortable european configuration go catering due storm effect greatly exaggerated advised email euro provided easy use lounge made loss,bad,2023
8,2023-10-31,United States,True,ground crew heathrow left passenger luggage bag heathrow ground crew left behind st two received next day heathrow ground crew lost rd bag time phone hr course week due spend health beauty item wife cruise british airway said might reimburse month spend cab fare barcelona bacelona ground crew iberia claimed delivered u heathrow ground crew made u minute late arriving back heathrow cruise actually landed minute early incompetent people still ready u heathrow ground crew caused u leave minute late even though passenger boarded ready minute departure time probably mean miss connection anchorage ba clearly care know operate ground base shameful ba joke embarrassed operate like normal airline grasp concept even small hiccup cause mass ripple chaos people,good,2023
1,2023-10-28,United Kingdom,True,london heathrow gibraltar th october shall start reference booking process used ba website reserve seat food website easy use clear every aspect flight due depart terminal passenger bussed good minute different part airport aircraft stand boarding flight cabin crew kept low profile maintained entire flight captain made brief announcement flight flight entertainment seat clean comfortable enough short flight lack catering overt tiny bottle water inedible breakfast bar one use online system order even drink course pay passenger next could use online system doe seem work cabin refused sell coffee fault moreover usb charge point work either given early hour flight poor show even sale item available trolley service system ba place good enough flight arrived time disembarkation inefficient though poorly managed crew seen crew wearing new ba uniform seems reflect downward trend airline candid difference ba service called budget rival route ba monopoly option use service different company,bad,2023
